[(0, '{id:TEST, hour:18, minute:19, day:23, month:8, year:2012, site:UoB, location:SHED, tester:SHAUN, testcode1:I0A0000011, testcode2:S121111111}')] 
[(5274, '{id:00502, hour:19, minute:46, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5275, '{id: 00502, hour:19, minute:48, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5276, '{id:00502, hour:19, minute:50, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5277, '{id:00763, hour:20, minute:7, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5278, '{id:00763, hour:20, minute:9, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5279, '{id:00763, hour:20, minute:12, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5280, '{id:4724, hour:20, minute:18, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:KAC7000011, testcode2:S122111111}')]
[(5281, '{id:4758, hour:20, minute:22, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:KAC7000011, testcode2:S122111111}')]
[(5282, '{id:00501, hour:20, minute:37, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5283, '{id:00501, hour:20, minute:39, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5284, '{id:00501, hour:20, minute:40, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5285, '{id:00462, hour:20, minute:59, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5286, '{id:00462, hour:21, minute:1, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5287, '{id:00462, hour:21, minute:2, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5288, '{id:4725, hour:21, minute:8, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:KAC7000011, testcode2:S122111111}')]
[(5289, '{id:00463, hour:21, minute:21, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5290, '{id:00463, hour:21, minute:23, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5291, '{id:00463, hour:21, minute:25, day:23, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:I1C7003051, testcode2:S122221111}')]
[(5292, '{id:4414, hour:14, minute:10, day:24, month:11, year:2017, site:UoB, location:ALT, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5293, '{id:00827, hour:14, minute:12, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5294, '{id:4412, hour:14, minute:15, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:I0M3006021, testcode2:S122111111}')]
[(5295, '{id:00828, hour:14, minute:29, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5296, '{id:00519, hour:14, minute:40, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5297, '{id:00829, hour:14, minute:47, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5298, '{id:4249, hour:14, minute:50, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5299, '{id:00830, hour:14, minute:52, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5300, '{id:00831, hour:14, minute:58, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:I0E3000021, testcode2:S122111111}')]
[(5301, '{id:4468, hour:14, minute:59, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5302, '{id:00834, hour:15, minute:13, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5303, '{id:00518, hour:15, minute:25, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5304, '{id:3775, hour:15, minute:53, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:J1C70000D2, testcode2:Q111711111}')]
[(5305, '{id:00835, hour:17, minute:16, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5306, '{id:00836, hour:17, minute:18, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5307, '{id:00812, hour:17, minute:25, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5308, '{id:00837, hour:17, minute:26, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:I0M3006021, testcode2:S122111111}')]
[(5309, '{id:4377, hour:17, minute:29, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5310, '{id:00838, hour:17, minute:32, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5311, '{id:4663, hour:17, minute:37, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5312, '{id:00839, hour:17, minute:38, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5313, '{id:00515, hour:17, minute:48, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:I0M3006021, testcode2:S122111111}')]
[(5314, '{id:00840, hour:17, minute:50, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5315, '{id:00841, hour:17, minute:52, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5316, '{id:00843, hour:17, minute:54, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5317, '{id:00844, hour:17, minute:57, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5318, '{id:4413, hour:18, minute:4, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:K1C7000091, testcode2:S122111111}')]
[(5319, '{id:4417, hour:18, minute:15, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:J1C70000D2, testcode2:Q111711111}')]
[(5320, '{id:00832, hour:18, minute:29, day:24, month:11, year:2017, site:UoB, location:OFFICE, tester:BEN J, testcode1:IAG2006021, testcode2:S122111111}')]
[(5321, '{id:00485, hour:12, minute:22, day:25, month:11, year:2017, site:UoB, location:WORKSHOP, tester:ROWAN, testcode1:H018000112, testcode2:Q112121112}')]
[(5322, '{id:00846, hour:13, minute:58, day:25, month:11, year:2017, site:UoB, location:WORKSHOP, tester:ROWAN, testcode1:H1C8003112, testcode2:Q122111111}')]
[(5323, '{id:EDGE S4, hour:19, minute:4, day:30, month:11, year:2017, site:UoB, location:WORKSHOP, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5324, '{id:00680, hour:19, minute:11, day:30, month:11, year:2017, site:UoB, location:ALT, tester:HENRY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5325, '{id:4511, hour:16, minute:14, day:3, month:12, year:2017, site:UoB, location:ALT, tester:ROWAN, testcode1:IAG2006021, testcode2:S122111111}')]
[(5326, '{id:000013, hour:16, minute:14, day:6, month:12, year:2017, site:UoB, location:ALT, tester:ROWAN, testcode1:IA77003021, testcode2:S121111111}')]
[(5327, '{id:000014, hour:16, minute:52, day:6, month:12, year:2017, site:UoB, location:ALT, tester:DUFALL, testcode1:IA77003021, testcode2:S121111111}')]
[(5328, '{id:00635, hour:17, minute:25, day:6, month:12, year:2017, site:UoB, location:ALT, tester:DUFALL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5329, '{id:00704, hour:17, minute:30, day:6, month:12, year:2017, site:UoB, location:ALT, tester:DUFALL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5330, '{id:4580, hour:17, minute:37, day:6, month:12, year:2017, site:UoB, location:ALT, tester:DUFALL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5331, '{id:00702, hour:17, minute:43, day:6, month:12, year:2017, site:UoB, location:ALT, tester:DUFALL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5332, '{id:000455, hour:13, minute:7, day:10, month:12, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:IAG2006021, testcode2:S122111111}')]
[(5333, '{id:00660, hour:17, minute:14, day:28, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5334, '{id:00656, hour:17, minute:36, day:28, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5335, '{id:00672, hour:17, minute:50, day:28, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5336, '{id:00702, hour:17, minute:57, day:28, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5337, '{id:00702, hour:18, minute:10, day:28, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:H010003011, testcode2:Q121111121}')]
[(5338, '{id:00593, hour:10, minute:32, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5339, '{id:4583, hour:10, minute:36, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5340, '{id:00597, hour:10, minute:44, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5341, '{id:00607, hour:10, minute:49, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5342, '{id:00611, hour:10, minute:55, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5343, '{id:00686, hour:11, minute:1, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5344, '{id:00686, hour:11, minute:7, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:H010003011, testcode2:Q121111111}')]
[(5345, '{id:00608, hour:11, minute:16, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5346, '{id:00591, hour:11, minute:18, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5347, '{id:4866, hour:11, minute:22, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5348, '{id:00696, hour:11, minute:25, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5349, '{id:00696, hour:11, minute:31, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:H010003011, testcode2:Q121111111}')]
[(5350, '{id:00782, hour:11, minute:38, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5351, '{id:00693, hour:11, minute:42, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5352, '{id:00600, hour:11, minute:47, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5353, '{id:4582, hour:11, minute:52, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5354, '{id:00712, hour:11, minute:55, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5355, '{id:00606, hour:12, minute:1, day:29, month:1, year:2018, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5356, '{id:847, hour:12, minute:9, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5357, '{id:4865, hour:12, minute:20, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5358, '{id:00074, hour:12, minute:28, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5359, '{id:00585, hour:12, minute:42, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5360, '{id:00094, hour:12, minute:58, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5361, '{id:00598, hour:13, minute:6, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5362, '{id:4571, hour:13, minute:14, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5363, '{id:00578, hour:13, minute:19, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5364, '{id:00566, hour:13, minute:24, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5365, '{id:00482, hour:13, minute:40, day:29, month:1, year:2018, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5366, '{id:00570, hour:14, minute:51, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5367, '{id:4620, hour:14, minute:58, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5368, '{id:00635, hour:15, minute:4, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5369, '{id:00707, hour:15, minute:10, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5370, '{id:00534, hour:15, minute:15, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5371, '{id:00587, hour:15, minute:22, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5372, '{id:4621, hour:15, minute:26, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5373, '{id:00577, hour:15, minute:29, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5374, '{id:00075, hour:15, minute:33, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5375, '{id:00567, hour:15, minute:38, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5376, '{id:00653, hour:15, minute:45, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5377, '{id:00583, hour:15, minute:52, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5378, '{id:00848, hour:16, minute:4, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5379, '{id:00565, hour:16, minute:10, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5380, '{id:00565, hour:16, minute:16, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5381, '{id:00674, hour:16, minute:20, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5382, '{id:00715, hour:16, minute:26, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5383, '{id:00586, hour:16, minute:30, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5384, '{id:00584, hour:16, minute:35, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5385, '{id:00797, hour:16, minute:42, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5386, '{id:00671, hour:16, minute:48, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5387, '{id:00673, hour:16, minute:51, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5388, '{id:00662, hour:17, minute:1, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5389, '{id:00804, hour:17, minute:5, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5390, '{id:00795, hour:17, minute:14, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5391, '{id:00523, hour:17, minute:17, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5392, '{id:00647, hour:17, minute:24, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5393, '{id:00564, hour:17, minute:27, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5394, '{id:4623, hour:17, minute:31, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5395, '{id:4670, hour:17, minute:36, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5396, '{id:00697, hour:17, minute:41, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5397, '{id:00667, hour:17, minute:44, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5398, '{id:00575, hour:17, minute:48, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5399, '{id:00738, hour:17, minute:50, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5400, '{id:00800, hour:17, minute:51, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5401, '{id:00697, hour:17, minute:54, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5402, '{id:00641, hour:17, minute:55, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5403, '{id:00697, hour:17, minute:57, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5404, '{id:00677, hour:17, minute:59, day:29, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5405, '{id:00791, hour:10, minute:55, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5406, '{id:00805, hour:10, minute:59, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5407, '{id:00577, hour:11, minute:1, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5408, '{id:00798, hour:11, minute:5, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5409, '{id:00680, hour:11, minute:9, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5410, '{id:00849, hour:11, minute:12, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5411, '{id:00668, hour:11, minute:15, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5412, '{id:00574, hour:11, minute:17, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5413, '{id:4579, hour:11, minute:20, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5414, '{id:00658, hour:11, minute:22, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5415, '{id:00679, hour:11, minute:25, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5416, '{id:00708, hour:11, minute:29, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5417, '{id:00664, hour:11, minute:34, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5418, '{id:4622, hour:11, minute:38, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5419, '{id:00579, hour:11, minute:41, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5420, '{id:00578, hour:11, minute:45, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5421, '{id:00581, hour:11, minute:51, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5422, '{id:00654, hour:11, minute:53, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5423, '{id:00666, hour:12, minute:0, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5424, '{id:00665, hour:12, minute:5, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5425, '{id:00091, hour:12, minute:8, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5426, '{id:00666, hour:12, minute:10, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5427, '{id:00589, hour:12, minute:13, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5428, '{id:4580, hour:12, minute:17, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5429, '{id:00572, hour:12, minute:21, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5430, '{id:00568, hour:12, minute:25, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5431, '{id:00076, hour:12, minute:28, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5432, '{id:00790, hour:12, minute:31, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5433, '{id:00669, hour:12, minute:34, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5434, '{id:00650, hour:13, minute:2, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5435, '{id:00550, hour:13, minute:6, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5436, '{id:00713, hour:13, minute:11, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5437, '{id:4929, hour:13, minute:16, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5438, '{id:00689, hour:13, minute:18, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5439, '{id:00610, hour:13, minute:19, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(5440, '{id:00613, hour:13, minute:22, day:30, month:1, year:2018, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
